Date,Open,High,Low,Close,Adj Close,Volume
1984-12-05,0.121094,0.128906,0.121094,0.121094,0.089337,102400
1984-12-06,0.121094,0.125000,0.117188,0.117188,0.086455,630400
1984-12-07,0.117188,0.121094,0.117188,0.117188,0.086455,86400
1984-12-10,0.117188,0.121094,0.117188,0.117188,0.086455,2099200
1984-12-11,0.117188,0.121094,0.117188,0.117188,0.086455,188800
1984-12-12,0.117188,0.121094,0.117188,0.117188,0.086455,393600
1984-12-13,0.117188,0.121094,0.117188,0.117188,0.086455,102400
1984-12-14,0.117188,0.121094,0.117188,0.117188,0.086455,89600
1984-12-17,0.117188,0.121094,0.117188,0.117188,0.086455,102400
1984-12-18,0.117188,0.121094,0.117188,0.117188,0.086455,214400
1984-12-19,0.117188,0.121094,0.117188,0.117188,0.086455,102400
1984-12-20,0.117188,0.121094,0.117188,0.117188,0.086455,121600
1984-12-21,0.117188,0.121094,0.117188,0.117188,0.086455,704000
1984-12-24,0.117188,0.121094,0.117188,0.117188,0.086455,921600
1984-12-26,0.117188,0.121094,0.117188,0.117188,0.086455,521600
1984-12-27,0.117188,0.125000,0.117188,0.117188,0.086455,947200
1984-12-28,0.117188,0.121094,0.117188,0.117188,0.086455,76800
1984-12-31,0.117188,0.125000,0.117188,0.117188,0.086455,457600
1985-01-02,0.121094,0.125000,0.121094,0.121094,0.089337,179200
1985-01-03,0.121094,0.132813,0.121094,0.121094,0.089337,227200
1985-01-04,0.121094,0.132813,0.121094,0.121094,0.089337,390400
1985-01-07,0.128906,0.136719,0.128906,0.128906,0.095101,2652800
1985-01-08,0.144531,0.152344,0.144531,0.144531,0.106628,1190400
1985-01-09,0.144531,0.152344,0.144531,0.144531,0.106628,403200
1985-01-10,0.148438,0.156250,0.148438,0.148438,0.109510,1062400
1985-01-11,0.148438,0.160156,0.148438,0.148438,0.109510,188800
1985-01-14,0.152344,0.160156,0.152344,0.152344,0.112392,131200
1985-01-15,0.156250,0.164063,0.156250,0.156250,0.115273,320000
1985-01-16,0.156250,0.160156,0.156250,0.156250,0.115273,134400
1985-01-17,0.156250,0.160156,0.156250,0.156250,0.115273,441600
1985-01-18,0.156250,0.164063,0.156250,0.156250,0.115273,556800
1985-01-21,0.156250,0.164063,0.156250,0.156250,0.115273,112000
1985-01-22,0.156250,0.164063,0.156250,0.156250,0.115273,441600
1985-01-23,0.156250,0.164063,0.156250,0.156250,0.115273,156800
1985-01-24,0.175781,0.183594,0.175781,0.175781,0.129683,1475200
1985-01-25,0.187500,0.191406,0.187500,0.187500,0.138328,1110400
1985-01-28,0.187500,0.191406,0.187500,0.187500,0.138328,908800
1985-01-29,0.187500,0.195313,0.187500,0.187500,0.138328,1660800
1985-01-30,0.195313,0.203125,0.195313,0.195313,0.144092,928000
1985-01-31,0.195313,0.203125,0.195313,0.195313,0.144092,656000
1985-02-01,0.195313,0.203125,0.195313,0.195313,0.144092,208000
1985-02-04,0.207031,0.214844,0.207031,0.207031,0.152737,966400
1985-02-05,0.234375,0.238281,0.234375,0.234375,0.172910,2320000
1985-02-06,0.242188,0.246094,0.242188,0.242188,0.178674,1280000
1985-02-07,0.242188,0.250000,0.238281,0.238281,0.175792,1113600
1985-02-08,0.265625,0.269531,0.265625,0.265625,0.195965,4268800
1985-02-11,0.269531,0.273438,0.269531,0.269531,0.198847,998400
1985-02-12,0.269531,0.269531,0.261719,0.261719,0.193083,1472000
1985-02-13,0.261719,0.269531,0.261719,0.261719,0.193083,611200
1985-02-14,0.261719,0.261719,0.257813,0.257813,0.190201,355200
1985-02-15,0.257813,0.261719,0.253906,0.253906,0.187319,304000
1985-02-19,0.253906,0.253906,0.246094,0.246094,0.181556,784000
1985-02-20,0.246094,0.250000,0.242188,0.242188,0.178674,473600
1985-02-21,0.242188,0.250000,0.242188,0.242188,0.178674,281600
1985-02-22,0.250000,0.257813,0.250000,0.250000,0.184438,809600
1985-02-25,0.250000,0.253906,0.250000,0.250000,0.184438,496000
1985-02-26,0.250000,0.257813,0.250000,0.250000,0.184438,672000
1985-02-27,0.250000,0.257813,0.250000,0.250000,0.184438,1955200
1985-02-28,0.269531,0.277344,0.269531,0.269531,0.198847,1049600
1985-03-01,0.273438,0.281250,0.273438,0.273438,0.201729,467200
1985-03-04,0.273438,0.281250,0.273438,0.273438,0.201729,556800
1985-03-05,0.273438,0.281250,0.273438,0.273438,0.201729,441600
1985-03-06,0.273438,0.281250,0.273438,0.273438,0.201729,496000
1985-03-07,0.273438,0.277344,0.265625,0.265625,0.195965,531200
1985-03-08,0.265625,0.277344,0.265625,0.265625,0.195965,19200
1985-03-11,0.265625,0.273438,0.261719,0.261719,0.193083,246400
1985-03-12,0.261719,0.273438,0.261719,0.261719,0.193083,4275200
1985-03-13,0.261719,0.261719,0.253906,0.253906,0.187319,486400
1985-03-14,0.253906,0.257813,0.250000,0.250000,0.184438,195200
1985-03-15,0.250000,0.253906,0.250000,0.250000,0.184438,124800
1985-03-18,0.250000,0.250000,0.242188,0.242188,0.178674,153600
1985-03-19,0.242188,0.250000,0.242188,0.242188,0.178674,604800
1985-03-20,0.242188,0.250000,0.242188,0.242188,0.178674,547200
1985-03-21,0.242188,0.250000,0.242188,0.242188,0.178674,204800
1985-03-22,0.242188,0.250000,0.242188,0.242188,0.178674,192000
1985-03-25,0.242188,0.250000,0.242188,0.242188,0.178674,355200
1985-03-26,0.242188,0.246094,0.242188,0.242188,0.178674,300800
1985-03-27,0.242188,0.246094,0.238281,0.238281,0.175792,76800
1985-03-28,0.238281,0.246094,0.238281,0.238281,0.175792,96000
1985-03-29,0.238281,0.242188,0.234375,0.234375,0.172910,144000
1985-04-01,0.234375,0.234375,0.226563,0.226563,0.167147,838400
1985-04-02,0.218750,0.218750,0.210938,0.210938,0.155619,384000
1985-04-03,0.210938,0.214844,0.210938,0.210938,0.155619,835200
1985-04-04,0.199219,0.199219,0.191406,0.191406,0.141210,1017600
1985-04-08,0.191406,0.191406,0.191406,0.191406,0.141210,0
1985-04-09,0.191406,0.191406,0.187500,0.187500,0.138328,416000
1985-04-10,0.187500,0.191406,0.183594,0.183594,0.135446,1862400
1985-04-11,0.203125,0.210938,0.203125,0.203125,0.149856,1139200
1985-04-12,0.222656,0.234375,0.222656,0.222656,0.164265,512000
1985-04-15,0.222656,0.226563,0.218750,0.218750,0.161383,761600
1985-04-16,0.226563,0.230469,0.226563,0.226563,0.167147,1414400
1985-04-17,0.230469,0.238281,0.230469,0.230469,0.170028,816000
1985-04-18,0.230469,0.238281,0.230469,0.230469,0.170028,332800
1985-04-19,0.230469,0.238281,0.230469,0.230469,0.170028,89600
1985-04-22,0.242188,0.246094,0.242188,0.242188,0.178674,6096000
1985-04-23,0.246094,0.257813,0.246094,0.246094,0.181556,364800
1985-04-24,0.265625,0.273438,0.265625,0.265625,0.195965,691200
1985-04-25,0.281250,0.289063,0.281250,0.281250,0.207492,2662400
1985-04-26,0.281250,0.285156,0.277344,0.277344,0.204610,1532800
1985-04-29,0.277344,0.281250,0.273438,0.273438,0.201729,1600000
1985-04-30,0.273438,0.281250,0.269531,0.269531,0.198847,393600
1985-05-01,0.269531,0.273438,0.269531,0.269531,0.198847,400000
1985-05-02,0.269531,0.277344,0.269531,0.269531,0.198847,540800
1985-05-03,0.273438,0.281250,0.273438,0.273438,0.201729,368000
1985-05-06,0.273438,0.281250,0.273438,0.273438,0.201729,329600
1985-05-07,0.273438,0.281250,0.273438,0.273438,0.201729,208000
1985-05-08,0.273438,0.281250,0.273438,0.273438,0.201729,387200
1985-05-09,0.273438,0.285156,0.273438,0.273438,0.201729,1993600
1985-05-10,0.273438,0.285156,0.273438,0.273438,0.201729,435200
1985-05-13,0.277344,0.285156,0.277344,0.277344,0.204610,137600
1985-05-14,0.277344,0.281250,0.277344,0.277344,0.204610,150400
1985-05-15,0.277344,0.281250,0.273438,0.273438,0.201729,675200
1985-05-16,0.273438,0.281250,0.273438,0.273438,0.201729,163200
1985-05-17,0.273438,0.281250,0.273438,0.273438,0.201729,387200
1985-05-20,0.277344,0.285156,0.277344,0.277344,0.204610,425600
1985-05-21,0.300781,0.304688,0.300781,0.300781,0.221901,2787200
1985-05-22,0.304688,0.308594,0.304688,0.304688,0.224783,1788800
1985-05-23,0.316406,0.324219,0.316406,0.316406,0.233429,1129600
1985-05-24,0.324219,0.332031,0.324219,0.324219,0.239192,1433600
1985-05-28,0.324219,0.324219,0.316406,0.316406,0.233429,723200
1985-05-29,0.316406,0.324219,0.316406,0.316406,0.233429,233600
1985-05-30,0.320313,0.328125,0.320313,0.320313,0.236311,384000
1985-05-31,0.320313,0.328125,0.320313,0.320313,0.236311,412800
1985-06-03,0.335938,0.347656,0.335938,0.335938,0.247838,2524800
1985-06-04,0.347656,0.351563,0.347656,0.347656,0.256483,1529600
1985-06-05,0.355469,0.367188,0.355469,0.355469,0.262247,1433600
1985-06-06,0.351563,0.351563,0.343750,0.343750,0.253602,1891200
1985-06-07,0.343750,0.351563,0.343750,0.343750,0.253602,1001600
1985-06-10,0.355469,0.363281,0.355469,0.355469,0.262247,1088000
1985-06-11,0.355469,0.355469,0.347656,0.347656,0.256483,857600
1985-06-12,0.363281,0.371094,0.363281,0.363281,0.268011,515200
1985-06-13,0.363281,0.371094,0.363281,0.363281,0.268011,1315200
1985-06-14,0.363281,0.367188,0.363281,0.363281,0.268011,617600
1985-06-17,0.363281,0.367188,0.359375,0.359375,0.265129,512000
1985-06-18,0.355469,0.355469,0.343750,0.343750,0.253602,969600
1985-06-19,0.343750,0.347656,0.339844,0.339844,0.250720,252800
1985-06-20,0.332031,0.332031,0.328125,0.328125,0.242074,649600
1985-06-21,0.335938,0.339844,0.335938,0.335938,0.247838,428800
1985-06-24,0.335938,0.335938,0.328125,0.328125,0.242074,236800
1985-06-25,0.332031,0.335938,0.332031,0.332031,0.244956,198400
1985-06-26,0.335938,0.343750,0.335938,0.335938,0.247838,515200
1985-06-27,0.339844,0.347656,0.339844,0.339844,0.250720,198400
1985-06-28,0.351563,0.359375,0.351563,0.351563,0.259365,259200
1985-07-01,0.351563,0.355469,0.343750,0.343750,0.253602,140800
1985-07-02,0.355469,0.363281,0.355469,0.355469,0.262247,732800
1985-07-03,0.355469,0.359375,0.347656,0.347656,0.256483,444800
1985-07-05,0.347656,0.351563,0.343750,0.343750,0.253602,92800
1985-07-08,0.343750,0.343750,0.335938,0.335938,0.247838,396800
1985-07-09,0.335938,0.339844,0.332031,0.332031,0.244956,256000
1985-07-10,0.332031,0.335938,0.328125,0.328125,0.242074,217600
1985-07-11,0.339844,0.351563,0.339844,0.339844,0.250720,326400
1985-07-12,0.347656,0.355469,0.347656,0.347656,0.256483,963200
1985-07-15,0.347656,0.359375,0.347656,0.347656,0.256483,617600
1985-07-16,0.355469,0.363281,0.355469,0.355469,0.262247,716800
1985-07-17,0.363281,0.375000,0.363281,0.363281,0.268011,755200
1985-07-18,0.363281,0.371094,0.363281,0.363281,0.268011,432000
1985-07-19,0.371094,0.378906,0.371094,0.371094,0.273775,988800
1985-07-22,0.375000,0.378906,0.375000,0.375000,0.276656,726400
1985-07-23,0.375000,0.375000,0.367188,0.367188,0.270893,1020800
1985-07-24,0.367188,0.375000,0.363281,0.363281,0.268011,467200
1985-07-25,0.367188,0.375000,0.367188,0.367188,0.270893,355200
1985-07-26,0.367188,0.375000,0.367188,0.367188,0.270893,252800
1985-07-29,0.367188,0.371094,0.363281,0.363281,0.268011,566400
1985-07-30,0.363281,0.371094,0.363281,0.363281,0.268011,355200
1985-07-31,0.363281,0.371094,0.363281,0.363281,0.268011,262400
1985-08-01,0.363281,0.371094,0.363281,0.363281,0.268011,409600
1985-08-02,0.363281,0.371094,0.363281,0.363281,0.268011,179200
1985-08-05,0.363281,0.367188,0.359375,0.359375,0.265129,252800
1985-08-06,0.359375,0.359375,0.351563,0.351563,0.259365,342400
1985-08-07,0.316406,0.316406,0.304688,0.304688,0.224783,1219200
1985-08-08,0.308594,0.316406,0.308594,0.308594,0.227665,665600
1985-08-09,0.308594,0.316406,0.308594,0.308594,0.227665,438400
1985-08-12,0.308594,0.320313,0.308594,0.308594,0.227665,268800
1985-08-13,0.304688,0.304688,0.296875,0.296875,0.219020,764800
1985-08-14,0.304688,0.308594,0.304688,0.304688,0.224783,259200
1985-08-15,0.304688,0.308594,0.300781,0.300781,0.221901,124800
1985-08-16,0.300781,0.308594,0.300781,0.300781,0.221901,105600
1985-08-19,0.292969,0.292969,0.289063,0.289063,0.213256,1139200
1985-08-20,0.289063,0.296875,0.289063,0.289063,0.213256,1529600
1985-08-21,0.332031,0.339844,0.332031,0.332031,0.244956,1056000
1985-08-22,0.332031,0.339844,0.332031,0.332031,0.244956,662400
1985-08-23,0.332031,0.335938,0.328125,0.328125,0.242074,368000
1985-08-26,0.328125,0.335938,0.328125,0.328125,0.242074,812800
1985-08-27,0.328125,0.332031,0.328125,0.328125,0.242074,1225600
1985-08-28,0.328125,0.332031,0.324219,0.324219,0.239192,1104000
1985-08-29,0.324219,0.332031,0.324219,0.324219,0.239192,915200
1985-08-30,0.328125,0.332031,0.328125,0.328125,0.242074,64000
1985-09-03,0.328125,0.328125,0.316406,0.316406,0.233429,880000
1985-09-04,0.316406,0.320313,0.308594,0.308594,0.227665,860800
1985-09-05,0.308594,0.312500,0.300781,0.308594,0.227665,524800
1985-09-06,0.308594,0.312500,0.300781,0.312500,0.230547,793600
1985-09-09,0.312500,0.312500,0.300781,0.308594,0.227665,278400
1985-09-10,0.308594,0.308594,0.300781,0.304688,0.224783,156800
1985-09-11,0.304688,0.304688,0.296875,0.296875,0.219020,176000
1985-09-12,0.296875,0.296875,0.265625,0.277344,0.204610,1424000
1985-09-13,0.277344,0.281250,0.273438,0.273438,0.201729,1955200
1985-09-16,0.273438,0.281250,0.273438,0.273438,0.201729,272000
1985-09-17,0.281250,0.292969,0.281250,0.285156,0.210374,1795200
1985-09-18,0.285156,0.300781,0.285156,0.292969,0.216138,361600
1985-09-19,0.292969,0.300781,0.289063,0.292969,0.216138,1446400
1985-09-20,0.292969,0.292969,0.277344,0.285156,0.210374,1280000
1985-09-23,0.281250,0.281250,0.250000,0.281250,0.207492,3734400
1985-09-24,0.281250,0.292969,0.265625,0.265625,0.195965,1504000
1985-09-25,0.265625,0.273438,0.253906,0.261719,0.193083,1097600
1985-09-26,0.261719,0.265625,0.253906,0.261719,0.193083,752000
1985-09-30,0.261719,0.261719,0.242188,0.242188,0.178674,1606400
1985-10-01,0.242188,0.253906,0.242188,0.253906,0.187319,1635200
1985-10-02,0.253906,0.253906,0.246094,0.246094,0.181556,764800
1985-10-03,0.250000,0.273438,0.250000,0.273438,0.201729,2150400
1985-10-04,0.273438,0.289063,0.273438,0.285156,0.210374,2419200
1985-10-07,0.285156,0.296875,0.285156,0.292969,0.216138,780800
1985-10-08,0.292969,0.292969,0.277344,0.289063,0.213256,1142400
1985-10-09,0.289063,0.304688,0.281250,0.300781,0.221901,1708800
1985-10-10,0.304688,0.324219,0.304688,0.316406,0.233429,2864000
1985-10-11,0.316406,0.320313,0.308594,0.316406,0.233429,569600
1985-10-14,0.316406,0.332031,0.312500,0.332031,0.244956,419200
1985-10-15,0.332031,0.339844,0.316406,0.316406,0.233429,2118400
1985-10-16,0.316406,0.328125,0.312500,0.324219,0.239192,1926400
1985-10-17,0.324219,0.328125,0.324219,0.324219,0.239192,1948800
1985-10-18,0.324219,0.332031,0.316406,0.324219,0.239192,3267200
1985-10-21,0.324219,0.324219,0.316406,0.316406,0.233429,150400
1985-10-22,0.316406,0.324219,0.316406,0.324219,0.239192,1244800
1985-10-23,0.324219,0.324219,0.316406,0.316406,0.233429,1190400
1985-10-24,0.316406,0.324219,0.312500,0.320313,0.236311,812800
1985-10-25,0.320313,0.320313,0.312500,0.320313,0.236311,153600
1985-10-28,0.320313,0.320313,0.312500,0.320313,0.236311,294400
1985-10-29,0.320313,0.320313,0.312500,0.320313,0.236311,396800
1985-10-30,0.320313,0.320313,0.316406,0.320313,0.236311,387200
1985-10-31,0.320313,0.320313,0.300781,0.300781,0.221901,736000
1985-11-01,0.300781,0.308594,0.300781,0.308594,0.227665,646400
1985-11-04,0.308594,0.316406,0.308594,0.308594,0.227665,278400
1985-11-05,0.308594,0.312500,0.300781,0.300781,0.221901,3846400
1985-11-06,0.300781,0.304688,0.300781,0.304688,0.224783,1782400
1985-11-07,0.300781,0.300781,0.289063,0.296875,0.219020,2124800
1985-11-08,0.296875,0.304688,0.292969,0.300781,0.221901,569600
1985-11-11,0.300781,0.308594,0.300781,0.308594,0.227665,1126400
1985-11-12,0.308594,0.312500,0.304688,0.308594,0.227665,1225600
1985-11-13,0.308594,0.312500,0.296875,0.296875,0.219020,224000
1985-11-14,0.296875,0.304688,0.296875,0.304688,0.224783,864000
1985-11-15,0.304688,0.304688,0.296875,0.304688,0.224783,323200
1985-11-18,0.304688,0.304688,0.296875,0.304688,0.224783,1878400
1985-11-19,0.304688,0.304688,0.296875,0.300781,0.221901,272000
1985-11-20,0.300781,0.304688,0.292969,0.304688,0.224783,246400
1985-11-21,0.304688,0.304688,0.300781,0.304688,0.224783,547200
1985-11-22,0.304688,0.304688,0.281250,0.296875,0.219020,1392000
1985-11-25,0.296875,0.300781,0.289063,0.292969,0.216138,320000
1985-11-26,0.292969,0.308594,0.289063,0.308594,0.227665,832000
1985-11-27,0.308594,0.316406,0.304688,0.312500,0.230547,1420800
1985-11-29,0.312500,0.316406,0.304688,0.312500,0.230547,211200
1985-12-02,0.312500,0.312500,0.300781,0.304688,0.224783,400000
1985-12-03,0.304688,0.304688,0.296875,0.296875,0.219020,57600
1985-12-04,0.296875,0.304688,0.296875,0.304688,0.224783,323200
1985-12-05,0.304688,0.304688,0.296875,0.300781,0.221901,128000
1985-12-06,0.300781,0.300781,0.292969,0.300781,0.221901,409600
1985-12-09,0.296875,0.296875,0.285156,0.285156,0.210374,387200
1985-12-10,0.285156,0.292969,0.285156,0.285156,0.210374,320000
1985-12-11,0.285156,0.292969,0.285156,0.292969,0.216138,425600
1985-12-12,0.292969,0.300781,0.289063,0.300781,0.221901,646400
1985-12-13,0.300781,0.300781,0.296875,0.300781,0.221901,227200
1985-12-16,0.300781,0.308594,0.296875,0.304688,0.224783,515200
1985-12-17,0.304688,0.312500,0.304688,0.312500,0.230547,921600
1985-12-18,0.312500,0.316406,0.296875,0.312500,0.230547,20620800
1985-12-19,0.312500,0.316406,0.296875,0.304688,0.224783,1440000
1985-12-20,0.304688,0.304688,0.296875,0.296875,0.219020,220800
1985-12-23,0.296875,0.304688,0.296875,0.304688,0.224783,2038400
1985-12-24,0.304688,0.308594,0.304688,0.308594,0.227665,307200
1985-12-26,0.308594,0.312500,0.304688,0.312500,0.230547,915200
1985-12-27,0.312500,0.316406,0.312500,0.312500,0.230547,601600
1985-12-30,0.312500,0.320313,0.312500,0.320313,0.236311,934400
1985-12-31,0.320313,0.324219,0.316406,0.320313,0.236311,1312000
1986-01-02,0.320313,0.320313,0.308594,0.308594,0.227665,2140800
1986-01-03,0.308594,0.308594,0.300781,0.304688,0.224783,1276800
1986-01-06,0.304688,0.312500,0.296875,0.312500,0.230547,1276800
1986-01-07,0.312500,0.332031,0.304688,0.332031,0.244956,2992000
1986-01-08,0.332031,0.332031,0.320313,0.332031,0.244956,1507200
1986-01-09,0.328125,0.328125,0.320313,0.324219,0.239192,678400
1986-01-10,0.324219,0.332031,0.324219,0.324219,0.239192,566400
1986-01-13,0.324219,0.332031,0.316406,0.328125,0.242074,1049600
1986-01-14,0.328125,0.332031,0.324219,0.324219,0.239192,1174400
1986-01-15,0.324219,0.359375,0.324219,0.355469,0.262247,54211200
1986-01-16,0.355469,0.355469,0.339844,0.347656,0.256483,9974400
1986-01-17,0.347656,0.355469,0.343750,0.347656,0.256483,9510400
1986-01-20,0.347656,0.359375,0.343750,0.355469,0.262247,5548800
1986-01-21,0.355469,0.367188,0.347656,0.351563,0.259365,5731200
1986-01-22,0.351563,0.359375,0.347656,0.347656,0.256483,3977600
1986-01-23,0.347656,0.363281,0.343750,0.343750,0.253602,9331200
1986-01-24,0.343750,0.351563,0.343750,0.351563,0.259365,1430400
1986-01-27,0.351563,0.355469,0.347656,0.351563,0.259365,11043200
1986-01-28,0.351563,0.355469,0.343750,0.351563,0.259365,3155200
1986-01-29,0.351563,0.367188,0.351563,0.359375,0.265129,6854400
1986-01-30,0.359375,0.375000,0.359375,0.375000,0.276656,6502400
1986-01-31,0.375000,0.406250,0.367188,0.398438,0.293947,10428800
1986-02-03,0.398438,0.406250,0.394531,0.406250,0.299711,23609600
1986-02-04,0.406250,0.410156,0.398438,0.406250,0.299711,8928000
1986-02-05,0.406250,0.410156,0.402344,0.410156,0.302593,4784000
1986-02-06,0.410156,0.445313,0.406250,0.437500,0.322766,2729600
1986-02-07,0.437500,0.445313,0.417969,0.433594,0.319884,4841600
1986-02-10,0.433594,0.437500,0.425781,0.433594,0.319884,2310400
1986-02-11,0.433594,0.433594,0.429688,0.429688,0.317002,1584000
1986-02-12,0.429688,0.433594,0.421875,0.425781,0.314120,1420800
1986-02-13,0.425781,0.433594,0.410156,0.421875,0.311238,4384000
1986-02-14,0.421875,0.429688,0.417969,0.421875,0.311238,777600
1986-02-18,0.421875,0.433594,0.421875,0.429688,0.317002,2156800
1986-02-19,0.429688,0.433594,0.425781,0.429688,0.317002,1312000
1986-02-20,0.429688,0.429688,0.414063,0.417969,0.308356,2432000
1986-02-21,0.417969,0.417969,0.398438,0.406250,0.299711,4614400
1986-02-24,0.406250,0.406250,0.386719,0.386719,0.285302,1126400
1986-02-25,0.386719,0.394531,0.386719,0.394531,0.291065,1881600
1986-02-26,0.394531,0.410156,0.390625,0.410156,0.302593,3078400
1986-02-27,0.414063,0.441406,0.414063,0.437500,0.322766,5212800
1986-02-28,0.437500,0.445313,0.429688,0.433594,0.319884,2265600
1986-03-03,0.433594,0.437500,0.433594,0.437500,0.322766,2022400
1986-03-04,0.437500,0.437500,0.425781,0.425781,0.314120,1088000
1986-03-05,0.421875,0.421875,0.414063,0.421875,0.311238,736000
1986-03-06,0.421875,0.429688,0.417969,0.425781,0.314120,3126400
1986-03-07,0.425781,0.433594,0.421875,0.425781,0.314120,2012800
1986-03-10,0.425781,0.429688,0.421875,0.425781,0.314120,988800
1986-03-11,0.425781,0.429688,0.421875,0.429688,0.317002,944000
1986-03-12,0.429688,0.433594,0.425781,0.433594,0.319884,2320000
1986-03-13,0.433594,0.433594,0.425781,0.425781,0.314120,1779200
1986-03-14,0.429688,0.445313,0.429688,0.445313,0.328529,2953600
1986-03-17,0.445313,0.445313,0.437500,0.441406,0.325648,528000
1986-03-18,0.441406,0.445313,0.433594,0.441406,0.325648,524800
1986-03-19,0.441406,0.441406,0.437500,0.437500,0.322766,195200
1986-03-20,0.437500,0.445313,0.437500,0.445313,0.328529,457600
1986-03-21,0.445313,0.472656,0.441406,0.472656,0.348702,6156800
1986-03-24,0.472656,0.488281,0.468750,0.484375,0.357348,7145600
1986-03-25,0.484375,0.488281,0.476563,0.480469,0.354466,1481600
1986-03-26,0.480469,0.484375,0.464844,0.472656,0.348702,1657600
1986-03-27,0.472656,0.476563,0.468750,0.472656,0.348702,1692800
1986-03-31,0.472656,0.472656,0.468750,0.468750,0.345820,2332800
1986-04-01,0.468750,0.472656,0.468750,0.468750,0.345820,2032000
1986-04-02,0.468750,0.476563,0.468750,0.468750,0.345820,2636800
1986-04-03,0.468750,0.484375,0.468750,0.476563,0.351584,1216000
1986-04-04,0.476563,0.492188,0.476563,0.492188,0.363111,2700800
1986-04-07,0.488281,0.488281,0.480469,0.484375,0.357348,1292800
1986-04-08,0.484375,0.496094,0.480469,0.496094,0.365993,1158400
1986-04-09,0.496094,0.496094,0.488281,0.488281,0.360229,316800
1986-04-10,0.488281,0.496094,0.472656,0.472656,0.348702,819200
1986-04-11,0.472656,0.476563,0.468750,0.476563,0.351584,1641600
1986-04-14,0.476563,0.476563,0.468750,0.476563,0.351584,393600
1986-04-15,0.476563,0.476563,0.472656,0.472656,0.348702,502400
1986-04-16,0.472656,0.476563,0.460938,0.476563,0.351584,7270400
1986-04-17,0.476563,0.484375,0.472656,0.484375,0.357348,1132800
1986-04-18,0.484375,0.484375,0.480469,0.484375,0.357348,1216000
1986-04-21,0.484375,0.484375,0.480469,0.480469,0.354466,537600
1986-04-22,0.484375,0.496094,0.484375,0.488281,0.360229,844800
1986-04-23,0.488281,0.492188,0.476563,0.480469,0.354466,492800
1986-04-24,0.480469,0.480469,0.476563,0.476563,0.351584,281600
1986-04-25,0.476563,0.480469,0.472656,0.472656,0.348702,531200
1986-04-28,0.472656,0.476563,0.453125,0.457031,0.337175,739200
1986-04-29,0.457031,0.457031,0.421875,0.429688,0.317002,1756800
1986-04-30,0.429688,0.441406,0.425781,0.441406,0.325648,892800
1986-05-01,0.441406,0.441406,0.421875,0.429688,0.317002,716800
1986-05-02,0.429688,0.433594,0.417969,0.421875,0.311238,1798400
1986-05-05,0.421875,0.421875,0.414063,0.421875,0.311238,492800
1986-05-06,0.414063,0.414063,0.398438,0.406250,0.299711,1913600
1986-05-07,0.406250,0.406250,0.367188,0.382813,0.282420,3184000
1986-05-08,0.382813,0.398438,0.378906,0.398438,0.293947,1792000
1986-05-09,0.398438,0.398438,0.394531,0.394531,0.291065,2192000
